Location,Titles
"40.8047973,-73.9619349",Appetitive traits from infancy to adolescence: Using behavioral and neural measures to investigate obesity risk
"40.8200471,-73.9492724","The Healthy Brain Network Serial Scanning Initiative: A resource for evaluating inter-individual differences and their reliabilities across scan conditions and sessions., A Resource for Assessing Information Processing in the Developing Brain Using EEG and Eye Tracking"
"40.830291,-74.33576099999999",Music reduces pain and increases resting state fMRI BOLD signal amplitude in the left angular gyrus in fibromyalgia patients
"40.8373803,14.2535019",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"40.8410971,-73.9411973","The real-time fMRI neurofeedback based stratification of Default Network Regulation Neuroimaging data repository, Motor noise is rich signal in autism research and pharmacological treatments"
"40.8410978,-73.9409726",The search for imaging biomarkers in psychiatric disorders
"40.8421364,-73.9428631",Motor deficits correlate with resting state motor network connectivity in patients with brain tumours
"40.8422653,-73.9446171","Prediction of individual season of birth using MRI, 101 labeled brain images and a consistent human cortical labeling protocol, Emotion recognition deficits as predictors of transition in individuals at clinical high risk for schizophrenia: a neurodevelopmental perspective, Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"40.84241,-73.94416520000001",Connecting the dots: a review of resting connectivity MRI studies in attention-deficit/hyperactivity disorder
"40.8425452,-73.9445965","Structural covariance networks in children with autism or ADHD, A localized Richardson–Lucy algorithm for fiber orientation estimation in high angular resolution diffusion imaging, Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community, Motor noise is rich signal in autism research and pharmacological treatments, Annual Research Review: Current limitations and future directions in MRI studies of child‐and adult‐onset developmental psychopathologies"
"40.8521451,-73.8443938",Intrinsic functional architecture predicts electrically evoked responses in the human brain
"40.85555730000001,14.2881627",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"40.8620404,-73.88569869999999","Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder, Age-related changes in the intrinsic functional connectivity of the human ventral vs. dorsal striatum from childhood to middle age"
"40.87331830000001,-73.8941395",Analysis of alcohol use disorders from the Nathan Kline Institute—Rockland Sample: Correlation of brain cortical thickness with neuroticism
"40.9123761,-73.1233889","Deriving reproducible biomarkers from multi-site resting-state data: An Autism-based example, Hemispheric Lateralization of Resting-State Functional Connectivity of the Anterior Insula: Association with Age, Gender, and a Novelty-Seeking Trait, Extracting brain regions from rest fMRI with total-variation constrained dictionary learning"
"40.9135113,-73.1254637",101 labeled brain images and a consistent human cortical labeling protocol
"40.9144108,-73.1224968",The effects of age on resting state functional connectivity of the basal ganglia from young to middle adulthood
"40.9548827,-76.8847321","Asymmetry of fusiform structure in autism spectrum disorder: trajectory and association with symptom severity, Inter-method discrepancies in brain volume estimation may drive inconsistent findings in autism"
"40.9678905,-76.6050616","Inter-method discrepancies in brain volume estimation may drive inconsistent findings in autism, Single subject prediction of brain disorders in neuroimaging: Promises and pitfalls, Influence of Group on Individual Subject Maps in SPM Voxel Based Morphometry"
"40.96982320000001,-76.6043361",Asymmetry of fusiform structure in autism spectrum disorder: trajectory and association with symptom severity
"40.9848912,-76.8854672","Asymmetry of fusiform structure in autism spectrum disorder: trajectory and association with symptom severity, Inter-method discrepancies in brain volume estimation may drive inconsistent findings in autism, Divide and conquer: sub-grouping of ASD improves ASD detection based on brain morphometry"
"41.0247309,-73.75380000000001","Autism Brain Imaging Data Exchange, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II"
"41.0457973,-73.9735087","Decreased interhemispheric coordination in schizophrenia: a resting state fMRI study, The 5% difference: early sensory processing predicts sarcasm perception in schizophrenia and schizo-affective disorder"
"41.0460828,-73.9737102","Data-driven phenotypic categorization for neurobiological analyses: beyond DSM-5 labels, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, A comprehensive assessment of regional variation in the impact of head micromovements on functional connectomics, Human Connectomics across the Life Span, State-dependent functional connectivity of rat olfactory system assessed by fMRI, Impact of hematocrit on measurements of the intrinsic brain, Corpus callosum area and brain volume in autism spectrum disorder: quantitative analysis of structural MRI from the ABIDE database, Abnormal functional connectivity in children with attention-deficit/hyperactivity disorder, Analysis of alcohol use disorders from the Nathan Kline Institute—Rockland Sample: Correlation of brain cortical thickness with neuroticism, Contributions of low and high spatial frequency processing to impaired object recognition circuitry in schizophrenia, Standardizing the intrinsic brain: towards robust measurement of inter-individual variation in 1000 functional connectomes, Topological organization of the human brain functional connectome across the lifespan, The NKI-Rockland sample: a model for accelerating the pace of discovery science in psychiatry, Cross-validation and hypothesis testing in neuroimaging: An irenic comment on the exchange between Friston and Lindquist et al., Deriving reproducible biomarkers from multi-site resting-state data: An Autism-based example, An open science resource for establishing reliability and reproducibility in functional connectomics, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II, Unraveling the miswired connectome: a developmental perspective, The Neuro Bureau ADHD-200 Preprocessed Repository, The preprocessed connectomes project repository of manually corrected skull-stripped T1-weighted anatomical MRI data, Stereoscopic three-dimensional visualization applied to multimodal brain images: clinical applications and a functional connectivity atlas, Emotion recognition deficits as predictors of transition in individuals at clinical high risk for schizophrenia: a neurodevelopmental perspective, Brainhack: a collaborative workshop for the open neuroscience community, Connectomics and new approaches for analyzing human brain functional connectivity, Addressing head motion dependencies for small-world topologies in functional connectomics, Quantile rank maps: A new tool for understanding individual brain development, Brainhack: a collaborative workshop for the open neuroscience community, Mode of anisotropy reveals global diffusion alterations in attention-deficit/hyperactivity disorder, Impact of the resolution of brain parcels on connectome-wide association studies in fMRI, The Healthy Brain Network Serial Scanning Initiative: A resource for evaluating inter-individual differences and their reliabilities across scan conditions and sessions., A Resource for Assessing Information Processing in the Developing Brain Using EEG and Eye Tracking, Annual Research Review: Discovery science strategies in studies of the pathophysiology of child and adolescent psychiatric disorders‐promises and limitations, A multivariate distance-based analytic framework for connectome-wide association studies, Imaging the “At-Risk” Brain: Future Directions, Predicting brain-age from multimodal imaging data captures cognitive impairment, Sensation‐to‐cognition cortical streams in attention‐deficit/hyperactivity disorder, Connectivity trajectory across lifespan differentiates the precuneus from the default network, Assessing Variations in Areal Organization for the Intrinsic Brain: From Fingerprints to Reliability, Short-term test–retest reliability of resting state fMRI metrics in children with and without attention-deficit/hyperactivity disorder, Human Connectomics across the Life Span, Autism Brain Imaging Data Exchange, The real-time fMRI neurofeedback based stratification of Default Network Regulation Neuroimaging data repository, Intrinsic functional connectivity in attention-deficit/hyperactivity disorder: A science in development, PRN: a preprint service for catalyzing R-fMRI and neuroscience related studies, Commentary: The best and worst of times–the prospects for magnetic resonance imaging (MRI) of developmental psychopathologies–a commentary on Horga et al.( …, Neural correlates of symptom improvement following stimulant treatment in Adults with Attention-Deficit/Hyperactivity Disorder, Common intrinsic connectivity states among posteromedial cortex subdivisions: Insights from analysis of temporal dynamics, Neuroanatomic and cognitive abnormalities in attention-deficit/hyperactivity disorder in the era of 'high definition'neuroimaging, Adolescent cannabis use, psychosis and catechol-O-methyltransferase genotype in African Americans and Caucasians"
"41.1084008,16.8839935",Conserved Ising Model on the Human Connectome
"41.1205546,16.8684745",When structure affects function–the need for partial volume effect correction in functional and resting state magnetic resonance imaging studies
"41.1320761,1.2450559",Mapping Multiplex Hubs in Human Functional Brain Networks
"41.197541,29.0669576",Ventral fronto-temporal pathway supporting cognitive control of episodic memory retrieval
"41.2097516,-73.8026467",Reorganization of brain connectivity in obesity
"41.2836612,-72.9604509","The Effects of Age, from Young to Middle Adulthood, and Gender on Resting State Functional Connectivity of the Dopaminergic Midbrain"
"41.2844004,-72.9576103","The effects of age on resting state functional connectivity of the basal ganglia from young to middle adulthood, Resting-state functional connectivity of the locus coeruleus in humans: in comparison with the ventral tegmental area/substantia nigra pars compacta and the effects of …, Resting state functional connectivity of the basal nucleus of Meynert in humans: in comparison to the ventral striatum and the effects of age"
"41.2958246,-72.937198",Altered Global Signal Topography in Schizophrenia
"41.3019392,-72.93253229999999",Reorganization of brain connectivity in obesity
"41.302584,-72.936415","Individual variation in functional brain connectivity: implications for personalized approaches to psychiatric disease, Using connectome-based predictive modeling to predict individual behavior from brain connectivity, A neuromarker of sustained attention from whole-brain functional connectivity, Characterizing Attention with Predictive Network Models"
"41.302941,-72.93439889999999","Reorganization of brain connectivity in obesity, Individual variation in functional brain connectivity: implications for personalized approaches to psychiatric disease, Traumatic brain injury imaging research roadmap, Topographic organization of the cerebral cortex and brain cartography, Characterizing Attention with Predictive Network Models, Using connectome-based predictive modeling to predict individual behavior from brain connectivity, A neuromarker of sustained attention from whole-brain functional connectivity"
"41.30322899999999,-72.933826","The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Neural complexity as a potential translational biomarker for psychosis, The conundrums of understanding genetic risks for autism spectrum disorders, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II, Autism Brain Imaging Data Exchange, The Effects of Age, from Young to Middle Adulthood, and Gender on Resting State Functional Connectivity of the Dopaminergic Midbrain, Resting-State Functional Connectivity of the Basal Nucleus of Meynert in Cigarette Smokers: Dependence Level and Gender Differences, Hemispheric Lateralization of Resting-State Functional Connectivity of the Anterior Insula: Association with Age, Gender, and a Novelty-Seeking Trait, Reorganization of brain connectivity in obesity"
"41.303241,-72.9339695","Individual variation in functional brain connectivity: implications for personalized approaches to psychiatric disease, Functional hierarchy underlies preferential connectivity disturbances in schizophrenia, Topographic organization of the cerebral cortex and brain cartography, The Effects of Age, from Young to Middle Adulthood, and Gender on Resting State Functional Connectivity of the Dopaminergic Midbrain, Resting-state functional connectivity of the locus coeruleus in humans: in comparison with the ventral tegmental area/substantia nigra pars compacta and the effects of …, Resting-State Functional Connectivity of the Basal Nucleus of Meynert in Cigarette Smokers: Dependence Level and Gender Differences, Hemispheric Lateralization of Resting-State Functional Connectivity of the Anterior Insula: Association with Age, Gender, and a Novelty-Seeking Trait, Characterizing Attention with Predictive Network Models, Using connectome-based predictive modeling to predict individual behavior from brain connectivity, A neuromarker of sustained attention from whole-brain functional connectivity"
"41.3033051,-72.9337837","The effects of age on resting state functional connectivity of the basal ganglia from young to middle adulthood, A neuromarker of sustained attention from whole-brain functional connectivity, Resting state functional connectivity of the basal nucleus of Meynert in humans: in comparison to the ventral striatum and the effects of age"
"41.3037199,-72.932118",Quantile rank maps: A new tool for understanding individual brain development
"41.304038,-72.9332005",An unbiased Bayesian approach to functional connectomics implicates social-communication networks in autism
"41.3041873,-72.92952989999999",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"41.3045436,-72.9357954",An unbiased Bayesian approach to functional connectomics implicates social-communication networks in autism
"41.3048024,-72.9311075","Functional connectivity mapping of the human precuneus by resting state fMRI, Functional clustering of the human inferior parietal lobule by whole-brain connectivity mapping of resting-state functional magnetic resonance imaging signals, Neuroimaging data sharing on the neuroinformatics database platform"
"41.304964,-72.9312779","Functional connectivity change as shared signal, Functional hierarchy underlies preferential connectivity disturbances in schizophrenia, Functional connectivity change as shared signal dynamics, Altered Global Signal Topography in Schizophrenia, Understanding the role of thalamic circuits in schizophrenia neuropathology"
"41.3054677,-72.9367699","Altered Global Signal Topography in Schizophrenia, Functional hierarchy underlies preferential connectivity disturbances in schizophrenia"
"41.3118626,-72.9246939","Reorganization of brain connectivity in obesity, An open science resource for establishing reliability and reproducibility in functional connectomics, The function biomedical informatics research network data repository, A multivariate distance-based analytic framework for connectome-wide association studies, Using connectome-based predictive modeling to predict individual behavior from brain connectivity, A neuromarker of sustained attention from whole-brain functional connectivity"
"41.3123167,-72.9249246","An unbiased Bayesian approach to functional connectomics implicates social-communication networks in autism, Using connectome-based predictive modeling to predict individual behavior from brain connectivity, A neuromarker of sustained attention from whole-brain functional connectivity"
"41.313454,-72.9241402",A multivariate distance-based analytic framework for connectome-wide association studies
"41.3163244,-72.92234309999999","Functional connectivity change as shared signal, A Resource for Assessing Information Processing in the Developing Brain Using EEG and Eye Tracking, Functional hierarchy underlies preferential connectivity disturbances in schizophrenia, Topographic organization of the cerebral cortex and brain cartography, Functional connectivity change as shared signal dynamics, The Healthy Brain Network Serial Scanning Initiative: A resource for evaluating inter-individual differences and their reliabilities across scan conditions and sessions., Understanding the role of thalamic circuits in schizophrenia neuropathology, Morphometricity as a measure of the neuroanatomical signature of a trait, The effects of age on resting state functional connectivity of the basal ganglia from young to middle adulthood, Characterizing Attention with Predictive Network Models, Resting state functional connectivity of the basal nucleus of Meynert in humans: in comparison to the ventral striatum and the effects of age, Altered Global Signal Topography in Schizophrenia, Resting-state functional connectivity of the medial superior frontal cortex"
"41.3850639,2.1734035","Functional network centrality in obesity: A resting-state and task fMRI study, Structural and functional imaging studies in chronic cannabis users: a systematic review of adolescent and adult findings"
"41.386608,2.16402",Functional network centrality in obesity: A resting-state and task fMRI study
"41.388589,2.150886","Functional network centrality in obesity: A resting-state and task fMRI study, Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study"
"41.4134398,-72.8387717","The Effects of Age, from Young to Middle Adulthood, and Gender on Resting State Functional Connectivity of the Dopaminergic Midbrain"
"41.4347679,2.1479078",Functional network centrality in obesity: A resting-state and task fMRI study
"41.4619442,-81.69729009999999",Recent Publications–Peer-Reviewed Journal Articles
"41.50151959999999,-81.6208044",On estimating a mixture on graphons
"41.5025462,-81.62191779999999",On estimating a mixture on graphons
"41.504917,-81.6041577","Big data, open science and the brain: lessons learned from genomics"
"41.5508967,-81.453659",Neuroimaging biomarkers of a history of concussion observed in asymptomatic young athletes
"41.556251,2.053585",Functional network centrality in obesity: A resting-state and task fMRI study
"41.6583794,-91.54772899999999",The function biomedical informatics research network data repository
"41.659192,-91.54820199999999","Canceled connections: Lesion-derived network mapping helps explain differences in performance on a complex decision-making task, Age-related changes in the intrinsic functional connectivity of the human ventral vs. dorsal striatum from childhood to middle age"
"41.6599833,-91.5371806","Robust multi-site MR data processing: iterative optimization of bias correction, tissue classification, and registration"
"41.6603985,-91.5498832",Research Review: Language problems in children with Attention‐Deficit Hyperactivity Disorder–a systematic meta‐analytic review
"41.6619293,-91.531336",Disruptions in brain networks of older fallers are associated with subsequent cognitive decline: a 12-month prospective exploratory study
"41.6626963,-91.5548998","Aging and functional brain networks, College students with ADHD, Canceled connections: Lesion-derived network mapping helps explain differences in performance on a complex decision-making task"
"41.6993845,-86.2372857","A Tool for Interactive Data Visualization: Application to Over 10,000 Brain Imaging and Phantom MRI Data Sets"
"41.7498526,-72.6832431","Neuroinformatics Database (NiDB)–a modular, portable database for the storage, analysis, and sharing of neuroimaging data, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Neuroimaging data sharing on the neuroinformatics database platform, Functional hierarchy underlies preferential connectivity disturbances in schizophrenia, Enhancing studies of the connectome in autism using the Autism Brain Imaging Data Exchange II, Autism Brain Imaging Data Exchange, Altered Global Signal Topography in Schizophrenia"
"41.7883128,-87.6045656",LTD-like molecular pathways in developmental synaptic pruning
"41.8077414,-72.2539805",Learning delays in a mouse model of autism spectrum disorder
"41.819064,-71.408277",Intrinsic visual-motor synchrony correlates with social deficits in autism
"41.823961,-71.407022",Intrinsic visual-motor synchrony correlates with social deficits in autism
"41.8264175,-71.3976965",On the brain structure heterogeneity of autism: Parsing out acquisition site effects with significance‐weighted principal component analysis
"41.8267555,-71.4009952","A small number of abnormal brain connections predicts adult autism spectrum disorder, Ventral fronto-temporal pathway supporting cognitive control of episodic memory retrieval, Organization of cortico-cortical pathways supporting memory retrieval across subregions of the left ventrolateral prefrontal cortex"
"41.8267718,-71.4025482",PCA leverage: outlier detection for high-dimensional functional magnetic resonance imaging data
"41.82875079999999,-71.4017511",Organization of cortico-cortical pathways supporting memory retrieval across subregions of the left ventrolateral prefrontal cortex
"41.829768,-71.3979773",Organization of cortico-cortical pathways supporting memory retrieval across subregions of the left ventrolateral prefrontal cortex
"41.87044969999999,-87.66748539999999",Accrediting organizations
"41.8708057,-87.65048279999999","Discriminative feature selection for uncertain graph classification, Dusk: A dual structure-preserving kernel for supervised tensor learning with applications to neuroimages"
"41.87194,12.56738",Affective and cognitive prefrontal cortex projections to the lateral habenula in humans.
"41.8779467,12.4164401",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"41.8945692,-87.6232015","Discriminative feature selection for uncertain graph classification, Dusk: A dual structure-preserving kernel for supervised tensor learning with applications to neuroimages, Multisite, multimodal neuroimaging of chronic urological pelvic pain: Methodology of the MAPP Research Network"
"41.8960678,-87.6168769","Reproducibility of structural, resting-state BOLD and DTI data between identical scanners, LTD-like molecular pathways in developmental synaptic pruning, Default mode connectivity in youth with perinatally acquired HIV, Multisite, multimodal neuroimaging of chronic urological pelvic pain: Methodology of the MAPP Research Network"
"41.9103521,12.4668927",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"41.9117308,12.5154628",Homozygous loss of autism-risk gene CNTNAP2 results in reduced local and long-range prefrontal functional connectivity
"41.9963445,21.4415623",Graphlet characteristics in directed networks
"41.99942009999999,21.4432391",Graphlet characteristics in directed networks
"42.0564594,-87.67526699999999","Functional neuroimaging of visuospatial working memory tasks enables accurate detection of attention deficit and hyperactivity disorder, Optimization of rs-fMRI pre-processing for enhanced signal-noise separation, test-retest reliability, and group discrimination"
"42.0585084,-87.6736393","A connectionist approach to mapping the human connectome permits simulations of neural activity within an artificial brain, Functional neuroimaging of visuospatial working memory tasks enables accurate detection of attention deficit and hyperactivity disorder"
"42.0630053,-71.0539551",The function biomedical informatics research network data repository
"42.13318599999999,-87.983443","Corticostriatal connectivity fingerprints: Probability maps based on resting‐state functional connectivity, Functional organization of the action observation network in autism: a graph theory approach, Age-related changes in intrinsic function of the superior temporal sulcus in autism spectrum disorders"
"42.1672814,-8.6855076","Using Functional or Structural Magnetic Resonance Images and Personal Characteristic Data to Identify ADHD and Autism, Using Functional or Structural Magnetic Resonance Images and Personal Characteristic Data to Diagnose ADHD and Autism"
"42.18902629999999,-8.7175359","Using Functional or Structural Magnetic Resonance Images and Personal Characteristic Data to Identify ADHD and Autism, Using Functional or Structural Magnetic Resonance Images and Personal Characteristic Data to Diagnose ADHD and Autism"
"42.2758388,-83.7362292","Disease prediction based on functional connectomes using a scalable and spatially-informed support vector machine, High Dimensional Tests for Functional Networks of Brain Anatomic Regions"
"42.275898,-83.7351693",On the plurality of (methodological) worlds: estimating the analytic flexibility of fMRI experiments
"42.2772479,-71.76107139999999","The three NITRCs: A guide to neuroimaging neuroinformatics resources, Data citation in neuroimaging: Proposed best practices for data identification and attribution, A simple tool for neuroimaging data sharing, The NITRC image repository, Connectivity in autism: A review of MRI connectivity studies, Structure-centered portal for child psychiatry research"
"42.2780436,-83.7382241","Disease prediction based on functional connectomes using a scalable and spatially-informed support vector machine, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community, Multisite, multimodal neuroimaging of chronic urological pelvic pain: Methodology of the MAPP Research Network, A translational neuroscience framework for the development of socioemotional functioning in health and psychopathology"
"42.2783086,-71.76202479999999",Data citation in neuroimaging: Proposed best practices for data identification and attribution
"42.2801623,-83.73006889999999",An Efficient and Reliable Statistical Method for Estimating Functional Connectivity in Large Scale Brain Networks Using Partial Correlation
"42.2806797,-83.7302902","A parsimonious statistical method to detect groupwise differentially expressed functional connectivity networks, An empirical Bayes normalization method for connectivity metrics in resting state fMRI, Challenges of big data analysis"
"42.2831604,-83.7309186","Brainhack: a collaborative workshop for the open neuroscience community, Modality-spanning deficits in attention-deficit/hyperactivity disorder in functional networks, gray matter, and white matter, Brainhack: a collaborative workshop for the open neuroscience community"
"42.2899181,-83.71362570000001","Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"42.2923113,-83.7131595","Disease prediction based on functional connectomes using a scalable and spatially-informed support vector machine, Scalable fused Lasso SVM for connectome-based disease prediction"
"42.300356,-87.8586267",Functional connectivity changes in the language network during stroke recovery
"42.30763959999999,-83.6752327","Disrupted network architecture of the resting brain in attention‐deficit/hyperactivity disorder, Growth charting of brain connectivity networks and the identification of attention impairment in youth, Scalable fused Lasso SVM for connectome-based disease prediction"
"42.3269877,-71.11063229999999",Distinct functional networks within the cerebellum and their relation to cortical systems assessed with independent component analysis
"42.3338381,-71.1696752",Mindcontrol: A Web Application for Br1189ain Segmentation Quality Control
"42.3354484,-71.1027166",Default mode connectivity in youth with perinatally acquired HIV
"42.3356352,-71.1041786","NeuroImage: Clinical, NeuroImage: Clinical, Longitudinal volumetric brain changes in autism spectrum disorder ages 6–35 years, Brainhack: a collaborative workshop for the open neuroscience community, Relevant feature set estimation with a knock-out strategy and random forests, Functional connectivity-based parcellation of the thalamus: an unsupervised clustering method and its validity investigation, The function biomedical informatics research network data repository, NeuroImage: Clinical, Brainhack: a collaborative workshop for the open neuroscience community, Template based rotation: a method for functional connectivity analysis with a priori templates, NeuroImage: Clinical, Tai Chi Chuan and Baduanjin practice modulates functional connectivity of the cognitive control network in older adults"
"42.33590299999999,-71.10868599999999",Neural complexity as a potential translational biomarker for psychosis
"42.33601729999999,-71.0694852","The organization of the human cerebral cortex estimated by intrinsic functional connectivity, Template based rotation: a method for functional connectivity analysis with a priori templates"
"42.3360887,-71.1067067",Template based rotation: a method for functional connectivity analysis with a priori templates
"42.3362671,-71.0723436","Traumatic brain injury imaging research roadmap, Subspecialization in the human posterior medial cortex"
"42.337398,-71.104968",Phenotypic and imaging features of FLNA-negative patients with bilateral periventricular nodular heterotopia and epilepsy
"42.3374145,-71.10555409999999","Multivariate analyses applied to fetal, neonatal and pediatric MRI of neurodevelopmental disorders"
"42.3381128,-71.090085",Emergence of a hierarchical brain during infancy reflected by stepwise functional connectivity
"42.3395876,-71.10522399999999",Intelligence‐related differences in the asymmetry of spontaneous cerebral activity
"42.3396705,-71.1046635","Reliability correction for functional connectivity: Theory and implementation, The Association of Aging with White Matter Integrity and Functional Connectivity Hubs, Canceled connections: Lesion-derived network mapping helps explain differences in performance on a complex decision-making task, Neural complexity as a potential translational biomarker for psychosis, The smarter, the stronger: intelligence level correlates with brain resilience to systematic insults"
"42.3396714,-71.1050592",Neural complexity as a potential translational biomarker for psychosis
"42.3497672,-71.1021982","Network, anatomical, and non-imaging measures for the prediction of ADHD diagnosis in individual subjects"
"42.3534569,-83.0544168",Functional connectivity changes in the language network during stroke recovery
"42.35448890000001,-83.0555329",Unraveling the miswired connectome: a developmental perspective
"42.359858,-71.0991298",Dexmedetomidine Disrupts the Local and Global Efficiencies of Large-scale Brain Networks
"42.360091,-71.09416","Perspective: brain scans need a rethink, The Healthy Brain Network Serial Scanning Initiative: A resource for evaluating inter-individual differences and their reliabilities across scan conditions and sessions."
"42.3618641,-71.0905626","Fetal functional imaging portrays heterogeneous development of emerging human brain networks, Relevant feature set estimation with a knock-out strategy and random forests, Morphometricity as a measure of the neuroanatomical signature of a trait"
"42.3619634,-83.0657896",Unraveling the miswired connectome: a developmental perspective
"42.3620194,-71.0694942","Brain Genomics Superstruct Project initial data release with structural, functional, and behavioral measures"
"42.3623481,-71.0684283","Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community"
"42.3623628,-71.09160899999999","Preferential detachment during human brain development: age-and sex-specific structural connectivity in diffusion tensor imaging (DTI) data, The real-time fMRI neurofeedback based stratification of Default Network Regulation Neuroimaging data repository, The autism brain imaging data exchange: towards a large-scale evaluation of the intrinsic brain architecture in autism, Differences in the right inferior longitudinal fasciculus but no general disruption of white matter tracts in children with autism spectrum disorder"
"42.3623798,-71.09181290000001","Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community, Shared atypical brain anatomy and intrinsic functional architecture in male youth with autism spectrum disorder and their unaffected brothers, Predictive analytics in mental health: applications, guidelines, challenges and perspectives"
"42.3625378,-71.0645577","Predictive analytics in mental health: applications, guidelines, challenges and perspectives"
"42.3625742,-71.06830719999999",Reliability correction for functional connectivity: Theory and implementation
"42.3628858,-71.0889581",Morphometricity as a measure of the neuroanatomical signature of a trait
"42.3631542,-71.0688334","Reliability correction for functional connectivity: Theory and implementation, Sensation‐to‐cognition cortical streams in attention‐deficit/hyperactivity disorder, How can studies of resting-state functional connectivity help us understand psychosis as a disorder of brain development?, Template based rotation: a method for functional connectivity analysis with a priori templates, Predictive analytics in mental health: applications, guidelines, challenges and perspectives, Network assemblies in the functional brain"
"42.3631671,-71.0687306",Dexmedetomidine Disrupts the Local and Global Efficiencies of Large-scale Brain Networks
"42.3631763,-71.06883049999999","Template based rotation: a method for functional connectivity analysis with a priori templates, Morphometricity as a measure of the neuroanatomical signature of a trait"
"42.3632851,-71.0690694",Morphometricity as a measure of the neuroanatomical signature of a trait
"42.36453119999999,-71.06899059999999",New human-specific brain landmark: the depth asymmetry of superior temporal sulcus
"42.3695272,14.1482932",Longitudinal reproducibility of default-mode network connectivity in healthy elderly participants: A multicentric resting-state fMRI study
"42.3770029,-71.11666009999999","Reliability correction for functional connectivity: Theory and implementation, Sensation‐to‐cognition cortical streams in attention‐deficit/hyperactivity disorder, Brain Genomics Superstruct Project initial data release with structural, functional, and behavioral measures, Brainhack: a collaborative workshop for the open neuroscience community, Brainhack: a collaborative workshop for the open neuroscience community, The organization of the human striatum estimated by intrinsic functional connectivity, Morphometricity as a measure of the neuroanatomical signature of a trait"
"42.3771389,-71.1134138","An open science resource for establishing reliability and reproducibility in functional connectomics, Morphometricity as a measure of the neuroanatomical signature of a trait, Individual variation in intentionality in the mind-wandering state is reflected in the integration of the default-mode, fronto-parietal, and limbic networks, Brain Genomics Superstruct Project initial data release with structural, functional, and behavioral measures"
"42.3771479,-71.0643087","A greater involvement of posterior brain areas in interhemispheric transfer in autism: fMRI, DWI and behavioral evidences"
"42.3773899,-71.0521536","Clinical prediction from structural brain MRI scans: a large-scale empirical study, Topographic organization of the cerebral cortex and brain cartography, Big data and the future, Emergence of a hierarchical brain during infancy reflected by stepwise functional connectivity, Morphometricity as a measure of the neuroanatomical signature of a trait, Reliability correction for functional connectivity: Theory and implementation, Sensation‐to‐cognition cortical streams in attention‐deficit/hyperactivity disorder, Multivariate analyses applied to fetal, neonatal and pediatric MRI of neurodevelopmental disorders, Brain Genomics Superstruct Project initial data release with structural, functional, and behavioral measures, Relevant feature set estimation with a knock-out strategy and random forests, Somatosensory cortex functional connectivity abnormalities in autism show opposite trends, depending on direction and spatial scale, Template based rotation: a method for functional connectivity analysis with a priori templates, Sex differences in the default mode network with regard to autism spectrum traits: a resting state fMRI study"
"42.3796582,-71.11234309999999",The organization of the human cerebellum estimated
"42.3874656,-72.52984529999999",Structural covariance networks in children with autism or ADHD
"42.3911569,-72.5267121","The global landscape of cognition: hierarchical aggregation as an organizational principle of human cortical networks and functions, Energetic Constraints Produce Self-sustained Oscillatory Dynamics in Neuronal Networks"
"42.3921484,-71.19168429999999",Functional connectivity-based parcellation of the thalamus: an unsupervised clustering method and its validity investigation
"42.3947464,-71.1942292","A simple and objective method for reproducible resting state network (RSN) detection in fMRI, How can studies of resting-state functional connectivity help us understand psychosis as a disorder of brain development?, Longitudinal volumetric brain changes in autism spectrum disorder ages 6–35 years"
"42.39508,-72.531313","The global landscape of cognition: hierarchical aggregation as an organizational principle of human cortical networks and functions, Energetic Constraints Produce Self-sustained Oscillatory Dynamics in Neuronal Networks"
"42.4479101,-76.4800518",An evaluation of independent component analyses with an application to resting‐state fMRI
"43.0099443,-81.27473599999999","Morphological alterations in the thalamus, striatum, and pallidum in autism spectrum disorder"
"43.0423267,-76.139293",Endosomal system genetics and autism spectrum disorders: A literature review
