index,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,CPY,PMCIDS,Full,Excerpts
500,Aberrant cross-brain network interaction in children with attention-deficit/hyperactivity disorder and its relation to attention deficits: A multisite and cross-site replication  …,http://www.biologicalpsychiatryjournal.com/article/S0006-3223(15)00901-4/abstract,2015.0,8,5,7028980911278110354,,"http://scholar.google.com/scholar?cites=7028980911278110354&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=7028980911278110354&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:kra7zeX0i2EJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI0L5POZq-jJFdS0z-aDpbzqkLnWTQ&scisf=4&ct=citation&cd=92&hl=en,... clinical symptoms. Methods. Functional magnetic resonance imaging data from 180children with ADHD and control subjects from three sites in the ADHD-200 databasewere selected using case-control design. We investigated ...,Biological psychiatry,"Cai, Weidong & Chen, Tianwen & Szegletes, Luca & Supekar, Kaustubh & Menon, Vinod",Elsevier,2.6666666666666665,26805582,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26805582&cmd=prlinks&retmode=ref,['N/A']
501,The mean–variance relationship reveals two possible strategies for dynamic brain connectivity analysis in fMRI,http://journal.frontiersin.org/article/10.3389/fnhum.2015.00398/full,2015.0,8,12,16023399325091968786,,"http://scholar.google.com/scholar?cites=16023399325091968786&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16023399325091968786&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:EjdXYsqMXt4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJBcw_BEfQ4Y7jYW7cd3gUea0Xa2ql&scisf=4&ct=citation&cd=381&hl=en,"... Materials and Methods. Resting-state fMRI data from 48 healthy subjects contained in the Beijingeyes open/eyes closed dataset available at http://fcon_1000.projects.nitrc.org/indi/IndiPro.html(Liu et al., 2013) were analyzed. Subject age ranged from 19 to 31 years (24 female). ...",Frontiers in human neuroscience,"Thompson, William H & Fransson, Peter",Frontiers,2.6666666666666665,26236216,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26236216&cmd=prlinks&retmode=ref,['http://fcon_1000.projects.nitrc.org/indi/IndiPro.html']
502,Intelligence‐related differences in the asymmetry of spontaneous cerebral activity,http://onlinelibrary.wiley.com/doi/10.1002/hbm.22864/full,2015.0,8,7,17965390571623516733,,"http://scholar.google.com/scholar?cites=17965390571623516733&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17965390571623516733&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:PYrFSIrjUfkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJAQJgQRZm4ixzguvoM_51_lJLA2OV&scisf=4&ct=citation&cd=353&hl=en,... Participants. Behavioral and neuroimaging data are included in the NKI-Rocklanddatabase (www.fcon_1000.projects.nitrc.org). The institutional review boards of NewYork University Langone Medical Center and New Jersey ...,Human brain mapping,"Santarnecchi, Emiliano & Tatti, Elisa & Rossi, Simone & Serino, Vinicio & Rossi, Alessandro",Wiley Online Library,2.6666666666666665,26059228,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26059228&cmd=prlinks&retmode=ref,[]
503,"Adolescent cannabis use, psychosis and catechol-O-methyltransferase genotype in African Americans and Caucasians",http://link.springer.com/article/10.1007/s11126-009-9108-4,2009.0,24,15,2611745656371118671,,"http://scholar.google.com/scholar?cites=2611745656371118671&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2611745656371118671&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:T4KrO9bIPiQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYT78hDuhGbmG_0_wtBZXtx30vsO6t&scisf=4&ct=citation&cd=136&hl=en,"... For the Rockland sample, the COMT codon 158 polymorphism was determined by restrictionfragment length polymorphism analysis through use of polymerase chain reaction amplified genefragments and Nla III restriction digestion, as previously described in detail [20]. ...",Psychiatric quarterly,"Kantrowitz, Joshua T & Nolan, Karen A & Sen, Srijan & Simen, Arthur A & Lachman, Herbert M & Bowers, Malcolm B",Springer,2.6666666666666665,19633959,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19633959&cmd=prlinks&retmode=ref,[]
504,Likelihood-based population independent component analysis,http://biostatistics.oxfordjournals.org/content/14/3/514.short,2013.0,13,15,6552030169413868843,,"http://scholar.google.com/scholar?cites=6552030169413868843&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6552030169413868843&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:K12Olbl87VoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYe5-AcIBxNG77u379eEvb6u31CDqa&scisf=4&ct=citation&cd=413&hl=en,"... In addition, the ADHD 200 dataset has rs scans of roughly 200 attention deficit hyperactive childrenand 500 typically developing control ... The 1000 Functional Connectomes Project dataset (Biswaland others, 2010) is aimed at discovering the science behind brain function. ...",Biostatistics,"Eloyan, Ani & Crainiceanu, Ciprian M & Caffo, Brian S",Biometrika Trust,2.6,23314416,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=23314416&cmd=prlinks&retmode=ref,"['To illustrate our algorithm, we use one of the freely available large fMRI datasets. The 1000 Functional Connectomes Project dataset (']"
505,Individualized Gaussian process-based prediction and detection of local and global gray matter abnormalities in elderly subjects,http://www.sciencedirect.com/science/article/pii/S1053811914002730,2014.0,10,13,4263745707007045142,,"http://scholar.google.com/scholar?cites=4263745707007045142&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4263745707007045142&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:Fm7AViHeKzsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYm933kRGcTlEC9ZQv1XWmluAMMXeP&scisf=4&ct=citation&cd=610&hl=en,Structural imaging based on MRI is an integral component of the clinical assessment of patientswith potential dementia. We here propose an individualized Gauss.,NeuroImage,"Ziegler, Gabriel & Ridgway, Gerard R & Dahnke, Robert & Gaser, Christian & Alzheimer's Disease Neuroimaging Initiative & others",Elsevier,2.5,24742919,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=24742919&cmd=prlinks&retmode=ref,['N/A']
506,So close yet so far: Motor anomalies impacting on social functioning in autism spectrum disorder,http://www.sciencedirect.com/science/article/pii/S014976341530258X,2016.0,5,7,11626923066746583381,,"http://scholar.google.com/scholar?cites=11626923066746583381&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=11626923066746583381&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Vbk5WO0gW6EJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJO-iE2mu5O7MyKCyAlLAtEe9tYAtV&scisf=4&ct=citation&cd=688&hl=en,"Difficulties in the social domain and motor anomalies have been widely investigated in AutismSpectrum Disorder (ASD). However, they have been generally conside.",Neuroscience \& Biobehavioral Reviews,"Casartelli, Luca & Molteni, Massimo & Ronconi, Luca",Elsevier,2.5,26855233,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26855233&cmd=prlinks&retmode=ref,['N/A']
507,Elucidating the neurophysiological underpinnings of autism spectrum disorder: new developments,http://link.springer.com/article/10.1007/s00702-014-1265-4,2014.0,10,6,9220440965636242666,,"http://scholar.google.com/scholar?cites=9220440965636242666&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9220440965636242666&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:6jw1zTSW9X8J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYohS4CssQ7L3ifOiaXNU9SHKBiqTy&scisf=4&ct=citation&cd=668&hl=en,,Journal of Neural Transmission,"Luckhardt, C & Jarczok, TA & Bender, S",Springer,2.5,26149095,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26149095&cmd=prlinks&retmode=ref,[]
508,A theoretical rut: revisiting and critically evaluating the generalized under/over‐connectivity hypothesis of autism,http://onlinelibrary.wiley.com/doi/10.1111/desc.12467/full,2016.0,5,6,16854421578917112198,,"http://scholar.google.com/scholar?cites=16854421578917112198&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=16854421578917112198&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:hmkIoiDv5ukJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJMwrlO3WjQc3jMAAs52IZYqFGjrFL&scisf=4&ct=citation&cd=634&hl=en,"... Critically, most of these were published before the release of the Autism Brain Imaging DataExchange (ABIDE), which includes resting-state functional imaging data from 539 individualswith autism and 573 typically developing control individuals for the purpose of data sharing ...",Developmental science,"Picci, Giorgia & Gotts, Stephen J & Scherf, K Suzanne",Wiley Online Library,2.5,27412228,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27412228&cmd=prlinks&retmode=ref,[]
509,Dynamic covariance models,http://amstat.tandfonline.com/doi/abs/10.1080/01621459.2015.1077712,2016.0,5,5,6606028999887430515,,"http://scholar.google.com/scholar?cites=6606028999887430515&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6606028999887430515&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:cyM4CmBUrVsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJUpM4Z9kThauhAO8Wjn0PhQ35QFNN&scisf=4&ct=citation&cd=815&hl=en,,Journal of the American Statistical Association,"Chen, Ziqi & Leng, Chenlei",Taylor \& Francis,2.5,19684263,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19684263&cmd=prlinks&retmode=ref,['N/A']
510,Multivariate pattern classification of pediatric Tourette syndrome using functional connectivity MRI,http://onlinelibrary.wiley.com/doi/10.1111/desc.12407/pdf,2016.0,5,9,17497152547575456587,,"http://scholar.google.com/scholar?cites=17497152547575456587&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=17497152547575456587&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:S2MOw4lf0vIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJThEN5JrxIZsins0VF8wtk5zOdTMc&scisf=4&ct=citation&cd=793&hl=en,"Page 1. SPECIAL ISSUE ARTICLE Multivariate pattern classification of pediatric Tourettesyndrome using functional connectivity MRI Deanna J. Greene, 1,2 Jessica A. Church, 6 NicoUF Dosenbach, 3 Ashley N. Nielsen, 3 Babatunde Adeyemo, 3 Binyam Nardos, 3 ...",Developmental science,"Greene, Deanna J & Church, Jessica A & Dosenbach, Nico UF & Nielsen, Ashley N & Adeyemo, Babatunde & Nardos, Binyam & Petersen, Steven E & Black, Kevin J & Schlaggar, Bradley L",Wiley Online Library,2.5,26834084,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26834084&cmd=prlinks&retmode=ref,[]
512,Factors affecting characterization and localization of interindividual differences in functional connectivity using MRI,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23150/full,2016.0,5,6,8837580149662246885,,"http://scholar.google.com/scholar?cites=8837580149662246885&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8837580149662246885&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:5WepllJkpXoJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJRy9C8De9u_MNSWFWMhDfNxWySoxe&scisf=4&ct=citation&cd=759&hl=en,Skip to Main Content. Wiley Online Library. Log in / Register. Log In E-MailAddress Password Forgotten Password? Remember Me. ...,Human brain mapping,"Airan, Raag D & Vogelstein, Joshua T & Pillai, Jay J & Caffo, Brian & Pekar, James J & Sair, Haris I",Wiley Online Library,2.5,27012314,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27012314&cmd=prlinks&retmode=ref,[]
513,Head motion and correction methods in resting-state functional MRI,http://scholar.google.com/https://www.jstage.jst.go.jp/article/mrms/15/2/15_rev.2015-0060/_article/-char/ja/,2016.0,5,8,12304851718514227653,,"http://scholar.google.com/scholar?cites=12304851718514227653&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12304851718514227653&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:xTnlr3Gdw6oJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI_-fyuSrFCWBSA2vs7ZatkiOC5jfJ&scisf=4&ct=citation&cd=341&hl=en,"... from the International Consortium for Brain Mapping dataset made publically available as partof the 1000 Functional Connectomes project (www.nitrc.org ... in the Nathan Kline Institute–RocklandSample,23 and evaluated head motion in both nonlinear and linear reg- istrations. ...",Magnetic Resonance in Medical Sciences,"MIYATI, Tosiaki & YAMASUE, Hidenori & TAKEDA, Tohoru",Japanese Society for Magnetic Resonance in Medicine,2.5,26701695,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26701695&cmd=prlinks&retmode=ref,[]
514,Data-driven phenotypic categorization for neurobiological analyses: beyond DSM-5 labels,http://www.sciencedirect.com/science/article/pii/S0006322316325860,2016.0,5,11,1984541748868962446,,"http://scholar.google.com/scholar?cites=1984541748868962446&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1984541748868962446&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:jlhEvzSCihsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5sGKm8xhxZ4e11ZsmZwsQ1jD--nI&scisf=4&ct=citation&cd=201&hl=en,"... well as differential clinical outcomes (19). Here, we used the Nathan KlineInstitute-Rockland Sample (NKI-RS) (20), a deeply phenotyped, community-ascertained multimodal imaging sample. Using data from adult participants ...",Biological Psychiatry,"Van Dam, Nicholas T & O’Connor, David & Marcelle, Enitan T & Ho, Erica J & Craddock, R Cameron & Tobe, Russell H & Gabbay, Vilma & Hudziak, James J & Castellanos, F Xavier & Leventhal, Bennett L & others",Elsevier,2.5,27667698,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27667698&cmd=prlinks&retmode=ref,['N/A']
515,Dynamic functional network connectivity reveals unique and overlapping profiles of insula subdivisions,http://onlinelibrary.wiley.com/doi/10.1002/hbm.23135/pdf,2016.0,5,6,18149949061853899838,,"http://scholar.google.com/scholar?cites=18149949061853899838&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=18149949061853899838&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:Pmw8W4KS4fsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJD4YNUjZ62FzVEoFze4gKmMxZ4xHu&scisf=4&ct=citation&cd=438&hl=en,... MATERIALS AND METHODS Participants Data consisted of rsfMRI scans of 81 adultparticipants between 18-40 years of age downloaded from the Nathan Kline Institutedatabase (http://fcon_1000.projects.nitrc.org/ indi/pro/nki.html). ...,Human brain mapping,"Nomi, Jason S & Farrant, Kristafor & Damaraju, Eswar & Rachakonda, Srinivas & Calhoun, Vince D & Uddin, Lucina Q",Wiley Online Library,2.5,26880689,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26880689&cmd=prlinks&retmode=ref,[]
516,Preserved self-other distinction during empathy in autism is linked to network integrity of right supramarginal gyrus,http://link.springer.com/article/10.1007/s10803-015-2609-0,2016.0,5,9,3643317380908314623,,"http://scholar.google.com/scholar?cites=3643317380908314623&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=3643317380908314623&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:_-8L1dqpjzIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI3Q5cC1hTvRFwN-KGex8ogZ8d-oyU&scisf=4&ct=citation&cd=153&hl=en,"... participants from the Autism Brain Imaging Data Exchange (ABIDE) database, a publicallyavailable multi-center aggregate of previously collected structural and functional MRI data fromindividuals with ASD and healthy controls (see http://fcon_1000.projects.nitrc.org/indi/abide ...",Journal of autism and developmental disorders,"Hoffmann, Ferdinand & Koehne, Svenja & Steinbeis, Nikolaus & Dziobek, Isabel & Singer, Tania",Springer,2.5,26476740,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26476740&cmd=prlinks&retmode=ref,[]
517,"Functional connectivity of brain regions for self‐and other‐evaluation in children, adolescents and adults with autism",http://onlinelibrary.wiley.com/doi/10.1111/desc.12400/pdf,2016.0,5,5,4424812674238122107,,"http://scholar.google.com/scholar?cites=4424812674238122107&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=4424812674238122107&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:ewic_a4XaD0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI7stRHK4aHkTsYSTSYqSF6HSeoZ0k&scisf=4&ct=citation&cd=245&hl=en,"... Participants included 53 neurotypical individuals (NT) and 53 individuals with autism spectrumdisorder (ASD) from the publicly available Autism Brain Imaging Data Exchange (ABIDE;http://fcon_1000.projects.nitrc.org/ indi/abide/; Di Martino, Yan, Li, Denio, Castellanos et al ...",Developmental science,"Burrows, Catherine A & Laird, Angela R & Uddin, Lucina Q",Wiley Online Library,2.5,26750447,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=26750447&cmd=prlinks&retmode=ref,[]
518,"Underconnected, But Not Broken? Dynamic Functional Connectivity MRI Shows Underconnectivity in Autism Is Linked to Increased Intra-Individual Variability Across  …",http://online.liebertpub.com/doi/abs/10.1089/brain.2015.0389,2016.0,5,3,2980321903510134190,,"http://scholar.google.com/scholar?cites=2980321903510134190&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=2980321903510134190&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:rp0JF_s6XCkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI-_Fv2JiJaIogQY2B7FJZY9JK3Uq_&scisf=4&ct=citation&cd=320&hl=en,"... In the first study, we analyzed a high-quality (low-motion) subsample from the Autism BrainImaging Data Exchange (ABIDE) (Di Martino et al ... For Study 1, we used datasets from the ABIDE(http://fcon_1000.projects.nitrc.org/indi/abide/) (Di Martino et al., 2014), which includes ...",Brain connectivity,"Falahpour, Maryam & Thompson, Wesley K & Abbott, Angela E & Jahedi, Afrooz & Mulvey, Mark E & Datko, Michael & Liu, Thomas T & M{\""u}ller, Ralph-Axel","Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",2.5,21378114,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21378114&cmd=prlinks&retmode=ref,[]
519,Neuroimaging data sharing on the neuroinformatics database platform,http://www.sciencedirect.com/science/article/pii/S1053811915003122,2016.0,5,7,8905792553291578993,,"http://scholar.google.com/scholar?cites=8905792553291578993&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8905792553291578993&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:cX5DbiS7l3sJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMIztstfvls_GNDcebtH6lxSKmr534H&scisf=4&ct=citation&cd=80&hl=en,"... Data from the multi-site projects Autism Brain Imaging Data Exchange (ABIDE), Bipolar–Schizophrenia Network on Intermediate Phenotypes parts one and two (B–SNIP1, B–SNIP2),and Monetary Incentive Delay task (MID) are available for download from the public instance ...",NeuroImage,"Book, Gregory A & Stevens, Michael C & Assaf, Michal & Glahn, David C & Pearlson, Godfrey D",Elsevier,2.5,25888923,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=25888923&cmd=prlinks&retmode=ref,['N/A']
520,"Morphological alterations in the thalamus, striatum, and pallidum in autism spectrum disorder",http://www.nature.com/npp/journal/vaop/ncurrent/full/npp201664a.html,2016.0,5,6,13701283946156090855,,"http://scholar.google.com/scholar?cites=13701283946156090855&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=13701283946156090855&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:52VlESi9JL4J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJBObt9q6zZCNVJzLuhWpxAiQ_NrlU&scisf=4&ct=citation&cd=378&hl=en,"... Here, using advanced surface-based methodology, we investigated localized differences in shapeand surface area in the basal ganglia and thalamus in ASD, using T1-weighted anatomical imagesfrom the Autism Brain Imaging Data Exchange (373 male participants aged 7 ...",Neuropsychopharmacology,"Schuetze, Manuela & Park, Min Tae M & Cho, Ivy YK & MacMaster, Frank P & Chakravarty, M Mallar & Bray, Signe L",Nature Publishing Group,2.5,27125303,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27125303&cmd=prlinks&retmode=ref,"['Autism spectrum disorder (ASD) is a common neurodevelopmental disorder with cognitive, motor, and emotional symptoms. The thalamus and basal ganglia form circuits with the cortex supporting all three of these behavioral domains. Abnormalities in the structure of subcortical regions may suggest atypical development of these networks, with implications for understanding the neural basis of ASD symptoms. Findings from previous volumetric studies have been inconsistent. Here, using advanced surface-based methodology, we investigated localized differences in shape and surface area in the basal ganglia and thalamus in ASD, using T1-weighted anatomical images from the Autism Brain Imaging Data Exchange (373 male participants aged 7–35 years with ASD and 384 typically developing). We modeled effects of diagnosis, age, and their interaction on volume, shape, and surface area. In participants with ASD, we found expanded surface area in the right posterior thalamus corresponding to the pulvinar nucleus, and a more concave shape in the left mediodorsal nucleus. The shape of both caudal putamen and pallidum showed a relatively steeper increase in concavity with age in ASD. Within ASD participants, restricted, repetitive behaviors were positively associated with surface area in bilateral globus pallidus. We found no differences in overall volume, suggesting that surface-based approaches have greater sensitivity to detect localized differences in subcortical structure. This work adds to a growing body of literature implicating corticobasal ganglia-thalamic circuits in the pathophysiology of ASD. These circuits subserve a range of cognitive, emotional, and motor functions, and may have a broad role in the complex symptom profile in ASD.', 'The rationale for the present study is that as the basal ganglia and thalamus are central to many behaviors affected in ASD, these regions may undergo atypical development at the cellular level. Surface modeling offers the opportunity to identify localized structural abnormalities that may reflect differences in cellular development; these in turn may impact how these regions form structural connections to the broader networks supporting affected behaviors. In the present study, we compared structure of thalamus, pallidum, and striatum of males with and without ASD between the ages of 7 and 35 years, using data from a large multisite sample (Autism Brain Imaging Data Exchange (ABIDE); ']"
521,Hyper-connectivity of functional networks for brain disease diagnosis,http://www.sciencedirect.com/science/article/pii/S1361841516300044,2016.0,5,8,9108305318171699284,,"http://scholar.google.com/scholar?cites=9108305318171699284&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9108305318171699284&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:VOhs020zZ34J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJCXc6Bib4xcOT-rovDTeclG_wjdoH&scisf=4&ct=citation&cd=404&hl=en,Exploring structural and functional interactions among various brain regions enables betterunderstanding of pathological underpinnings of neurological disorder.,Medical image analysis,"Jie, Biao & Wee, Chong-Yaw & Shen, Dinggang & Zhang, Daoqiang",Elsevier,2.5,27060621,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27060621&cmd=prlinks&retmode=ref,['N/A']
522,Left inferior parietal lobe engagement in social cognition and language,http://www.sciencedirect.com/science/article/pii/S0149763415301056,2016.0,5,12,15897532195198104544,,"http://scholar.google.com/scholar?cites=15897532195198104544&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15897532195198104544&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:4HMehE1hn9wJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI_dLgPvntzufJrUav-PF8bEncNlpm&scisf=4&ct=citation&cd=332&hl=en,"Social cognition and language are two core features of the human species. Despite distributedrecruitment of brain regions in each mental capacity, the left par.",Neuroscience \& Biobehavioral Reviews,"Bzdok, Danilo & Hartwigsen, Gesa & Reid, Andrew & Laird, Angela R & Fox, Peter T & Eickhoff, Simon B",Elsevier,2.5,27241201,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=27241201&cmd=prlinks&retmode=ref,['N/A']
523,State-dependent functional connectivity of rat olfactory system assessed by fMRI,http://www.sciencedirect.com/science/article/pii/S0304394011004897,2011.0,17,10,9561925481412466582,,"http://scholar.google.com/scholar?cites=9561925481412466582&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9561925481412466582&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:lpdYaJDIsoQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYcmJaPXGZvWXFAYmxzafPn7b6_DTl&scisf=4&ct=citation&cd=354&hl=en,... in comparison with the conventional EPI. Image processing was conducted in nativespace using the 1000 Connectomes project scripts [3] (available at http://fcon_1000.projects.nitrc.org/). Briefly images were corrected for motion ...,Neuroscience letters,"Wilson, DA & Hoptman, MJ & Gerum, SV & Guilfoyle, DN",Elsevier,2.4285714285714284,21530613,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21530613&cmd=prlinks&retmode=ref,['N/A']
