i,Title,URL,Year,Citations,Versions,Cluster ID,PDF link,Citations list,Versions list,Citation link,Excerpt,Journal,Authors,Publisher,Citations Per Year,Journal Category,PMCID,Affiliations,Qualifiers,Data Use,Sets
647,Partial functional linear quantile regression for neuroimaging data analysis,http://www.sciencedirect.com/science/article/pii/S0925231216001181,2016.0,3,9,9328304023353719144,,"http://scholar.google.com/scholar?cites=9328304023353719144&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9328304023353719144&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:aHnY9BXLdIEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI6GgIR13PAMY1g8hIzL-WK6ZAFJ-2&scisf=4&ct=citation&cd=218&hl=en,"... Two real data from ADHD-200 sample and ADNI are analyzed using our proposed methods.Keywords. ... In Section 6, we use PQR and PCQR to predict ADHD index and MMSE using datafrom NYU site from ADHD-200 sample and ADNI, respectively. ...",Neurocomputing,"Yu, Dengdeng & Kong, Linglong & Mizera, Ivan",Elsevier,1.5,Journal,0,,,Y,ADHD200
648,Impact of KIBRA polymorphism on memory function and the hippocampus in older adults,http://www.nature.com/npp/journal/v41/n3/abs/npp2015203a.html,2016.0,3,4,1826249904669961007,,"http://scholar.google.com/scholar?cites=1826249904669961007&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1826249904669961007&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:L6vxxpwkWBkJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJGAqjF-KRjloVdHejL1XCOiSprDYc&scisf=4&ct=citation&cd=482&hl=en,"... image artifacts. Hippocampal FC. To assess potential differences in FC of thehippocampus, we used a customized processing stream based on the 1000 FunctionalConnectomes Project (www.nitrc.org/projects/fcon_1000). Co ...",Neuropsychopharmacology,"Witte, A Veronica & Kobe, Theresa & Kerti, Lucia & Rujescu, Dan & Floel, Agnes",Nature Publishing Group,1.5,Journal,26156558,"Klinik und Poliklinik für Psychiatrie, Psychotherapie und Psychosomatik, Universitätsklinikum Halle (Saale), Halle (Saale), Germany. && Center for Stroke Research Berlin, Charité-Universitätsmedizin Berlin, Berlin, Germany. && Department of Neurology, Charité-Universitätsmedizin Berlin, CCM, Berlin, Germany. && NeuroCure Cluster of Excellence, Charité-Universitätsmedizin Berlin, Berlin, Germany.",anatomy & histology & physiology & genetics,S,FCP
649,"Structural and functional MRI study of the brain, cognition and mood in long-term adequately treated Hashimoto's thyroiditis",http://www.sciencedirect.com/science/article/pii/S0306453014000407,2014.0,6,9,8280374270019551395,,"http://scholar.google.com/scholar?cites=8280374270019551395&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8280374270019551395&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:o8DM-4bM6XIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYhyWJPyv97paDL_cj9kziQN0WUGuM&scisf=4&ct=citation&cd=493&hl=en,"... state data was performed with Freesurfer, Functional magnetic resonance imaging of the brainSoftware Library (FSL) and Analysis of Functional NeuroImages (AFNI) standard scripts distributedby 1000 Functional Connectome Project (http://fcon_1000.projects.nitrc.org) run on ...",Psychoneuroendocrinology,"Quinque, Eva M & Karger, Stefan & Arelin, Katrin & Schroeter, Matthias L & Kratzsch, Jurgen & Villringer, Arno",Elsevier,1.5,Journal,0,,,S,FCP
650,A seed-based cross-modal comparison of brain connectivity measures,http://link.springer.com/article/10.1007/s00429-016-1264-3,2016.0,3,8,10526364144334305197,,"http://scholar.google.com/scholar?cites=10526364144334305197&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10526364144334305197&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:rXd0D2soFZIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJClerlRzVry1c9M1IZ8P_3C0kgc_Q&scisf=4&ct=citation&cd=414&hl=en,... Resting-state fMRI and anatomical T1-weighted images of 132 healthy volunteers (mean age42.3 ± 18.08 years; 78 males) from the Enhanced NKI/Rockland sample (Nooner et al. 2012)were obtained through the 1000 functional connectomes project (http://www.nitrc.org ...,Brain Structure and Function,"Reid, Andrew T & Hoffstaedter, Felix & Gong, Gaolang & Laird, Angela R & Fox, Peter & Evans, Alan C & Amunts, Katrin & Eickhoff, Simon B",Springer,1.5,Journal,27372336,"Institute for Neuroscience and Medicine (INM-1), Jülich Research Center, Wilhelm-Johnen-Straße, 52428, Jülich, Germany. a.reid@donders.ru.nl. && McConnell Brain Imaging Center, Montreal Neurological Institute, McGill University, Montreal, Canada. && Department of Clinical Neuroscience and Medicine, Heinrich Heine University, Düsseldorf, Germany. && Department of Physics, Florida International University, Miami, FL, USA. && C. & O. Vogt Institute for Brain Research, Heinrich Heine University, Düsseldorf, Germany. && University of Texas Health Sciences Center at San Antonio, San Antonio, TX, USA. && South Texas Veterans Health Care System, San Antonio, TX, USA. && Institute for Neuroscience and Medicine (INM-1), Jülich Research Center, Wilhelm-Johnen-Straße, 52428, Jülich, Germany. && Donders Institute for Brain, Cognition and Behavior, Radboud University Nijmegen, Nijmegen, The Netherlands. a.reid@donders.ru.nl. && School of Brain and Cognitive Sciences, National Key Laboratory of Cognitive Neuroscience and Learning, Beijing, China.",VBM & Resting-state fMRI & MACM & Cortical thickness & Multimodal comparison,Y,NKI
651,Sparse median graphs estimation in a high-dimensional semiparametric model,http://projecteuclid.org/euclid.aoas/1475069612,2016.0,3,7,8433031066694112424,,"http://scholar.google.com/scholar?cites=8433031066694112424&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=8433031066694112424&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:qNQiNhMlCHUJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI5o3dqlp5SuL9JlB_OuxVlh0FsgwC&scisf=4&ct=citation&cd=202&hl=en,"Page 1. The Annals of Applied Statistics 2016, Vol. 10, No. 3, 1397–1426 DOI:10.1214/16-AOAS940 © Institute of Mathematical Statistics, 2016 SPARSE MEDIANGRAPHS ESTIMATION IN A HIGH-DIMENSIONAL SEMIPARAMETRIC MODEL ...",The Annals of Applied Statistics,"Han, Fang & Han, Xiaoyan & Liu, Han & Caffo, Brian & others",Institute of Mathematical Statistics,1.5,Other,0,,,Y,ADHD200;ABIDE
652,Applying Aspects of the Expert Performance Approach to Better Understand the Structure of Skill and Mechanisms of Skill Acquisition in Video Games,http://onlinelibrary.wiley.com/doi/10.1111/tops.12230/full,2016.0,3,3,12835289092269247559,,"http://scholar.google.com/scholar?cites=12835289092269247559&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12835289092269247559&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:R4wn1mwbILIJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI6Ra78isEr0SjxUz13H8obF0-uwE_&scisf=4&ct=citation&cd=225&hl=en,"... (2010) study. First, SP viewed a 15-min instructional video that indicated the fundamentalrules of the game as well as a few basic game strategies (http://fcon_1000.projects.nitrc.org/indi/retro/TRAIN-39/FULL_INSTRUCTIONS.wmv). ...",Topics in Cognitive Science,"Boot, Walter R & Sumner, Anna & Towne, Tyler J & Rodriguez, Paola & Anders Ericsson, K",Wiley Online Library,1.5,Journal,27868367,"Department of Psychology, Florida State University.",Skill acquisition & Verbal protocols & Space Fortress & Video games & Expert Performance Approach & Expertise,S,FCP
653,"The NKI-Rockland sample: a model for accelerating the pace of discovery science in psychiatry. Front. Neurosci. 6, 152",,2012.0,9,0,10542763282780628252,,"http://scholar.google.com/scholar?cites=10542763282780628252&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:HKUrBVlrT5IJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOarch0RwKpp0mB8RBxAUR0n6ICAw&scisf=4&ct=citation&cd=4&hl=en,,,"Nooner, KB & Colcombe, SJ & Tobe, RH & Mennes, M & Benedict, MM & Moreno, AL & Panek, LJ & Brown, S & Zavitz, ST & Li, Q & others",,1.5,Journal,0,,,N,NKI
654,Diagnosis of Autism Spectrum Disorders Using Temporally Distinct Resting‐State Functional Connectivity Networks,http://onlinelibrary.wiley.com/doi/10.1111/cns.12499/full,2016.0,3,7,9419104532726167426,,"http://scholar.google.com/scholar?cites=9419104532726167426&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9419104532726167426&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:gjdq_6pht4IJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJQFAvFKDu0iyUc0OPqUiDeAF14LyV&scisf=4&ct=citation&cd=718&hl=en,Skip to Main Content. Wiley Online Library. Log in / Register. Log In E-MailAddress Password Forgotten Password? Remember Me. ...,CNS neuroscience \& therapeutics,"Wee, ChongYaw & Yap, PewThian & Shen, Dinggang",Wiley Online Library,1.5,Journal,26821773,"Department of Brain and Cognitive Engineering, Korea University, Seoul, Korea. && Image Display, Enhancement, and Analysis (IDEA) Laboratory, Biomedical Research Imaging Center (BRIC) and Department of Radiology, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina USA. && Department of Biomedical Engineering, Faculty of Engineering, National University of Singapore, Singapore.",blood & diagnosis & Brain Activation Patterns & Sparse Representation & Resting-State Functional Connectivity & methods & Spatiotemporal Dynamics & pathology & blood supply & Temporal Decomposition,Y,ABIDE
655,Dynamical stability of intrinsic connectivity networks,http://www.sciencedirect.com/science/article/pii/S1053811911012262,2012.0,9,13,15812519020277213263,,"http://scholar.google.com/scholar?cites=15812519020277213263&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15812519020277213263&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:Tyi7R0VacdsJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYOopsg4cUi3B-jWcNrGvz2Rt_xKLQ&scisf=4&ct=citation&cd=14&hl=en,"... Neuroimaging Informatics Tools and Resources Clearinghouse (NITRC) and the InternationalNeuroimaging Data-sharing Initiative (INDI), a ... fMRI data was extracted from the open-access'1000 Functional Connectomes Project' (http://fcon_1000.projects.nitrc.org/) in which ...",Neuroimage,"Ferguson, Michael A & Anderson, Jeffrey S",Elsevier,1.5,Journal,22056459,"Department of Bioengineering, University of Utah, 72 S Central Campus Drive, Rm 2750, Salt Lake City, UT 84112, USA.",physiology,Y,FCP
656,Toward a standardized structural–functional group connectome in MNI space,http://www.sciencedirect.com/science/article/pii/S1053811915007673,2016.0,3,9,15703936789160384975,,"http://scholar.google.com/scholar?cites=15703936789160384975&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=15703936789160384975&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:z9kXhU6X79kJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI7shugiRTAaqZjT0K5fW7YYU_nW3r&scisf=4&ct=citation&cd=240&hl=en,"... Structural connectomes were reconstructed in 169 subjects obtained from the 'EnhancedNathan Kline Institute - Rockland Sample' (eNKI-RS; Nooner et al., 2012), which is publiclyavailable (http://fcon_1000.projects.nitrc.org/indi/enhanced/). ...",NeuroImage,"Horn, Andreas & Blankenburg, Felix",Elsevier,1.5,Journal,26327244,"Center for Adaptive Rationality (ARC), Max-Planck-Institute for Human Development, Berlin, Germany; Neurocomputation and Neuroimaging Unit, Department of Education and Psychology, Freie Universität Berlin, 14195 Berlin, Germany. && Clinical Research Group 247, Movement Disorders Section, Department of Neurology, Charité - University Medicine (CVK), Berlin, Germany; Center for Adaptive Rationality (ARC), Max-Planck-Institute for Human Development, Berlin, Germany. Electronic address: andreas.horn@charite.de.",Connectome & dMRI & methods & Resting-state & anatomy & histology & DTI & Structure–function agreement & MNI-space & Functional parcellation of the thalamus & Atlas & fMRI & Voxel-wise connectivity,Y,NKI
657,Validation of non-REM sleep stage decoding from resting state fMRI using linear support vector machines,http://www.sciencedirect.com/science/article/pii/S105381191500974X,2016.0,3,9,9366280331682078582,,"http://scholar.google.com/scholar?cites=9366280331682078582&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=9366280331682078582&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:dl-jRFa2-4EJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJJqcpIhJKJ7YO44FiBFmqG8xONsQA&scisf=4&ct=citation&cd=566&hl=en,A growing body of literature suggests that changes in consciousness are reflected in specificconnectivity patterns of the brain as obtained from resting state.,Neuroimage,"Altmann, A & Schroter, Manuel S & Spoormaker, Victor I & Kiem, SA & Jordan, D & Ilg, R & Bullmore, Edward T & Greicius, Michael D & Czisch, Michael & Samann, Philipp G",Elsevier,1.5,Journal,26596551,"Department of Neurology, Klinikum rechts der Isar, Technische Universität München, Munich, Germany; Asklepios Stadtklinik, Bad Tölz, Germany. && Max Planck Institute of Psychiatry, Department of Translational Research in Psychiatry, Neuroimaging, Munich, Germany. && Behavioural and Clinical Neuroscience Institute, Department of Psychiatry, University of Cambridge, Cambridge, United Kingdom. && Stanford Center for Memory Disorders, Department of Neurology and Neurological Sciences, Stanford University, Stanford, CA, USA. && Max Planck Institute of Psychiatry, Department of Translational Research in Psychiatry, Neuroimaging, Munich, Germany; Stanford Center for Memory Disorders, Department of Neurology and Neurological Sciences, Stanford University, Stanford, CA, USA. Electronic address: a.altmann@ucl.ac.uk. && Max Planck Institute of Psychiatry, Department of Translational Research in Psychiatry, Neuroimaging, Munich, Germany; Behavioural and Clinical Neuroscience Institute, Department of Psychiatry, University of Cambridge, Cambridge, United Kingdom. && Department of Anesthesiology, Klinikum rechts der Isar, Technische Universität München, Munich, Germany.",Sleep & Classification & EEG-fMRI & methods & EEG & physiology & Resting state fMRI,N,FCP
658,Laterality effects in functional connectivity of the angular gyrus during rest and episodic retrieval,http://www.sciencedirect.com/science/article/pii/S0028393215302190,2016.0,3,5,10987921640376872819,,"http://scholar.google.com/scholar?cites=10987921640376872819&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10987921640376872819&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:c6998oPwfJgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMI1xiu2KfyEAJmC3DvhXUljkYrrgfe&scisf=4&ct=citation&cd=128&hl=en,"... Different participants were used in each experiment. 2.2. Experiment 1. 2.2.1. Participants. Datafrom 180 younger adults were included in this experiment, acquired from the 1000 FunctionalConnectome Project (for details, see http://fcon_1000.projects.nitrc.org/). ...",Neuropsychologia,"Bellana, Buddhika & Liu, Zhongxu & Anderson, John AE & Moscovitch, Morris & Grady, Cheryl L",Elsevier,1.5,Journal,26559474,"Rotman Research Institute at Baycrest, Toronto, Canada; Applied Psychology and Human Development Department, University of Toronto, Canada. && Department of Psychology, University of Toronto, Canada; Rotman Research Institute at Baycrest, Toronto, Canada. && Department of Psychology, University of Toronto, Canada; Rotman Research Institute at Baycrest, Toronto, Canada. Electronic address: b.bellana@mail.utoronto.ca. && Department of Psychology, University of Toronto, Canada; Rotman Research Institute at Baycrest, Toronto, Canada; Department of Psychiatry, University of Toronto, Canada.",blood & Default mode network & Recollection network & Angular gyrus & Retrieval & Episodic memory & physiology & Rest & Functional connectivity & blood supply,Y,FCP
659,Cortical underconnectivity hypothesis in autism: evidence from functional connectivity MRI,http://link.springer.com/10.1007/978-1-4614-4788-7_81,2014.0,6,0,17628821215892368458,,"http://scholar.google.com/scholar?cites=17628821215892368458&as_sdt=2005&sciodt=0,5&hl=en",,http://scholar.googleusercontent.com/scholar.bib?q=info:Smwijn4npvQJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYYnxQEI4lCdbiXL05I3As0vlElQSP&scisf=4&ct=citation&cd=252&hl=en,"... Image was obtained from data from 961 subjects from the 1,000 Functional Connectomes Project(http://​www.​nitrc.​org/​projects/​fcon_​1000) by correlation to seed regions in the posteriorcingulate and medial prefrontal regions (default mode network), left intraparietal ...",,"Anderson, Jeffrey S",Springer,1.5,Journal,0,,,Y,FCP
660,Analytic programming with fMRI data: A quick-start guide for statisticians using R,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0089470,2014.0,6,17,20479577820938729,,"http://scholar.google.com/scholar?cites=20479577820938729&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=20479577820938729&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:6cEqSRHCSAAJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYh6f-h0Mr0HYsQ_3SXxaoF3D2V-k1&scisf=4&ct=citation&cd=499&hl=en,... analysis. The first are SPM's example datasets that can be used for single-subjectand inter-subject analyses. The second dataset of interest is the 1000 FunctionalConnectomes Project (FCP)/INDI [31] resting-state data. Most ...,PloS one,"Eloyan, Ani & Li, Shanshan & Muschelli, John & Pekar, Jim J & Mostofsky, Stewart H & Caffo, Brian S",Public Library of Science,1.5,Journal,24586801,"Department of Biostatistics, Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland, United States of America. && F. M. Kirby Research Center for Functional Brain Imaging, Kennedy Krieger Institute, Baltimore, Maryland, United States of America ; Department of Radiology, The Johns Hopkins School of Medicine, Baltimore, Maryland, United States of America. && Department of Biostatistics, Indiana University Fairbanks School of Public Health, Indianapolis, Indiana, United States of America. && F. M. Kirby Research Center for Functional Brain Imaging, Kennedy Krieger Institute, Baltimore, Maryland, United States of America ; Department of Neurology and Psychiatry, The Johns Hopkins School of Medicine, Baltimore, Maryland, United States of America.",methods,Y,FCP
661,Actividad funcional cerebral en estado de reposo: redes en conexión,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4418791/,2011.0,10,13,5557899207580234449,,"http://scholar.google.com/scholar?cites=5557899207580234449&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=5557899207580234449&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:0bI-3eGfIU0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYm0DUj8q3DHeWdlcu54bvsoG1hJJc&scisf=4&ct=citation&cd=618&hl=en,"... de gran importancia, los datos del “1000 Functional Connectomes” cuentan con informaciónfenotípica restringida (solamente edad y sexo), por lo que se planteó la necesidad de integrarun nuevo proyecto INDI (International Neuroimaging Data-sharing Initiative) (http://www ...",Revista de neurologia,"Proal, Erika & AlvarezSegura, Mar & de la IglesiaVaya, Maria & MartiBonmati, Luis & Castellanos, F Xavier",NIH Public Access,1.4285714285714286,Journal,0,,,N,FCP
662,Estimation of resting-state functional connectivity using random subspace based partial correlation: A novel method for reducing global artifacts,http://www.sciencedirect.com/science/article/pii/S1053811913006289,2013.0,7,14,1734485744675884533,,"http://scholar.google.com/scholar?cites=1734485744675884533&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=1734485744675884533&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:9Y1iV5ghEhgJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYRA_4b390VHEaRYDGMI8M1-nCTbMG&scisf=4&ct=citation&cd=74&hl=en,"... Furthermore, most public domain rsfMRI datasets from sources such as the 1000 FunctionalConnectomes Project and Autism Brain Imaging Data Exchange (ABIDE) do not contain measuresof heart rate and respiration thereby precluding the use of existing global artifact ...",NeuroImage,"Chen, Tianwen & Ryali, Srikanth & Qin, Shaozheng & Menon, Vinod",Elsevier,1.4,Journal,23747287,"Department of Psychiatry & Behavioral Sciences, Stanford University School of Medicine, Stanford, CA 94305, USA. tianwenc@stanford.edu",Global artifacts & Partial correlation & methods & physiology & Resting state & Random subspace & Functional connectivity & fMRI,N,ABIDE
663,Resting-state functional magnetic resonance imaging analysis with seed definition constrained by regional homogeneity,http://online.liebertpub.com/doi/abs/10.1089/brain.2013.0164,2013.0,7,8,3025011553339878613,,"http://scholar.google.com/scholar?cites=3025011553339878613&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=3025011553339878613&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:1axGBvv_-ikJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYh-WVTETOzWU3zLLk4_BPmJh8z5DS&scisf=4&ct=citation&cd=491&hl=en,"... A total of 25 right-handed native English-speaking participants were selected from the New YorkUniversity (NYU) Test–Retest Reliability dataset (publicly available as part of the 1000 FunctionalConnectomes Project, www.nitrc.org/projects/fcon_1000; Biswal et al., 2010). ...",Brain connectivity,"Yan, FengXian & Wu, Changwei W & Cheng, ShihYu & Lim, KunEng & Hsu, YuanYu & Liu, HoLing","Mary Ann Liebert, Inc. 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",1.4,Journal,23802999,"Department of Medical Imaging and Radiological Sciences, College of Medicine, Chang Gung University, Taoyuan, Taiwan.",methods & physiology,Y,FCP
664,Brain investigation and brain conceptualization,http://eprints.bice.rm.cnr.it/10894/,2013.0,7,7,12534148701274677485,,"http://scholar.google.com/scholar?cites=12534148701274677485&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=12534148701274677485&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:7aBmxdU98q0J:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYif850DJWbddyQ-BARKTP5b01p2Rv&scisf=4&ct=citation&cd=500&hl=en,"Page 1. Alberto Redolfi, MSca Paolo Bosco, PhDa David Manset, PhDb Giovanni B. Frisoni, MDaand the neuGRID consortium a Laboratory of Epidemiology & Neuroimaging, IRCCS San Giovannidi Dio Fatebenefratelli, Brescia, Italy b Gnúbila France, Argonay, France ...",Functional neurology,"Redolfi, Alberto & Bosco, Paolo & Manset, David & Frisoni, Giovanni B",CIC Edizioni internazionali,1.4,Journal,24139654,,physiopathology & pathology & psychology & diagnosis,N,ABIDE
665,Groupwise spatial normalization of fMRI data based on multi-range functional connectivity patterns,http://www.sciencedirect.com/science/article/pii/S1053811913005958,2013.0,7,11,10467054631760675765,,"http://scholar.google.com/scholar?cites=10467054631760675765&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=10467054631760675765&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2014",http://scholar.googleusercontent.com/scholar.bib?q=info:tcOzErtyQpEJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMrYe-_ZLNNUPOKXZwBnz9dIbNr_tWwM&scisf=4&ct=citation&cd=411&hl=en,"... Resting-state fMRI data of 20 healthy subjects of New York data set B were obtained fromfcon_1000.projects.nitrc.org, each subject's functional image consisting of 175 time points withTR = 2 s. The images have been preprocessed using the standard protocol, including slice ...",Neuroimage,"Jiang, Di & Du, Yuhui & Cheng, Hewei & Jiang, Tianzi & Fan, Yong",Elsevier,1.4,Journal,23727315,"Brainnetome Center, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China.",Multi-range functional connectivity pattern & Functional connectivity & methods & fMRI & Image registration & physiology & Congealing groupwise image registration,Y,FCP
666,Neuroimaging endophenotypes in autism spectrum disorder,http://journals.cambridge.org/article_S1092852915000371,2015.0,4,7,14288060085798168728,,"http://scholar.google.com/scholar?cites=14288060085798168728&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=14288060085798168728&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:mOhvV_JiScYJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJUqgwxlykEiEtVLH0xaLPHd3V2puB&scisf=4&ct=citation&cd=817&hl=en,"Page 1. Neuroimaging endophenotypes in autism spectrum disorder RajneeshMahajan1,2,3* and Stewart H. Mostofsky1,2,3,4 1 Center for Neurodevelopmentaland Imaging Research (CNIR), Kennedy Krieger Institute, Baltimore ...",CNS spectrums,"Mahajan, Rajneesh & Mostofsky, Stewart H",Cambridge Univ Press,1.3333333333333333,Journal,26234701,"1Center for Neurodevelopmental and Imaging Research (CNIR),Kennedy Krieger Institute,Baltimore,Maryland,USA.",growth & development & Autism spectrum disorder & physiology & DTI & physiopathology & neuroimaging & MRI & endophenotypes & genetics,N,ABIDE
667,A geometric network model of intrinsic grey-matter connectivity of the human brain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4621526/,2015.0,4,17,6324998149950383505,,"http://scholar.google.com/scholar?cites=6324998149950383505&as_sdt=2005&sciodt=0,5&hl=en","http://scholar.google.com/scholar?cluster=6324998149950383505&hl=en&as_sdt=0,5&as_ylo=2015",http://scholar.googleusercontent.com/scholar.bib?q=info:kaXLXE7oxlcJ:scholar.google.com/&output=citation&scisig=AAGBfm0AAAAAWMMJKjzKDV1yyqUOVDAO6WE1w0jGY27C&scisf=4&ct=citation&cd=586&hl=en,... respectively. Network construction. We employ MRI data resulting from a study by theNathan Kline Institute (NKI) 28 which is freely available via the following public onlinedatabase: http://fcon_1000.projects.nitrc.org/indi/pro/nki.html. ...,Scientific reports,"Lo, YiPing & ODea, Reuben & Crofts, Jonathan J & Han, Cheol E & Kaiser, Marcus",Nature Publishing Group,1.3333333333333333,Journal,26503036,"Institute of Neuroscience, Newcastle University, Newcastle upon Tyne, NE2 4HH, UK. && Department of Brain and Cognitive Sciences, Seoul National University, South Korea. && Department of Mathematics, National Taiwan University, Taipei, Taiwan 10617. && Interdisciplinary Computing and Complex Biosystems (ICOS) Research Group, School of Computing Science, Newcastle University, Newcastle upon Tyne, NE1 7RU, UK. && Centre for Mathematical Medicine and Biology, School of Mathematical Sciences, University of Nottingham, Nottingham, NG7 2RD, UK. && School of Science and Technology, Nottingham Trent University, Nottingham, NG11 8NS, UK.",physiopathology,Y,NKI
